function_code,label,amount_k,fy,basis,doc_id,page,notes,fragment
1000,Instruction,373758,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,85,PPS Budget Summary (annual report); DETAIL OF GENERAL FUND - REQUIREMENTS (Budget Summary); native whole dollars; function codes assigned per Oregon chart of accounts (source prints labels only); 2024-25 Adopted reflects $1.8M amendment from contingency to instruction,tscc
1000,Instruction,373758,2021-22,actual-budgetary,tscc-review-fy2024,19,,tscc
1000,Instruction,373758,2021-22,actual-budgetary,tscc-review-fy2025,18,"DETAIL OF GENERAL FUND - REQUIREMENTS (Budget Summary); native whole dollars; function codes assigned per Oregon chart of accounts (source prints labels only); 2024-25 Approved 437,284 is PRE-amendment; adopted figure 439,084 (annual report p.85) reflects last-minute $1.8M move from contingency to instruction (p.1)",tscc
1000,Instruction,385422,2021-22,proposed,budget-fy2021-22-vol1,152,,fy2021-22
1000,Instruction,386622,2021-22,adopted,budget-fy2021-22-vol1,152,,fy2021-22
1000,Instruction,386622,2021-22,adopted,budget-fy2022-23-vol1,150,,fy2022-23
1000,Instruction,386622,2021-22,approved,budget-fy2021-22-vol1,152,,fy2021-22
2000,Support Services,312766,2021-22,actual-budgetary,budget-fy2023-24-vol1,95,,fy2023-24
2000,Support Services,312766,2021-22,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
2000,Support Services,312766,2021-22,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
2000,Support Services,312766,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
2000,Support Services,312766,2021-22,actual-budgetary,tscc-review-fy2024,19,,tscc
2000,Support Services,312766,2021-22,actual-budgetary,tscc-review-fy2025,18,,tscc
2000,Support Services,324026,2021-22,proposed,budget-fy2021-22-vol1,152,,fy2021-22
2000,Support Services,328092,2021-22,adopted,budget-fy2021-22-vol1,152,,fy2021-22
2000,Support Services,328092,2021-22,adopted,budget-fy2022-23-vol1,150,,fy2022-23
2000,Support Services,328092,2021-22,approved,budget-fy2021-22-vol1,152,,fy2021-22
3000,Enterprise and Community Services,893,2021-22,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
3000,Enterprise and Community Services,893,2021-22,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
3000,Enterprise And Community Svcs,2393,2021-22,proposed,budget-fy2021-22-vol1,152,"Attachment A p.375 prints proposed 3000 as 2,394 (vs 2,393 here); adopted 2,993 vs 2,994 in Attachment A - rounding",fy2021-22
3000,Enterprise And Community Svcs,2993,2021-22,adopted,budget-fy2021-22-vol1,152,,fy2021-22
3000,Enterprise And Community Svcs,2993,2021-22,adopted,budget-fy2022-23-vol1,150,,fy2022-23
3000,Enterprise And Community Svcs,2993,2021-22,approved,budget-fy2021-22-vol1,152,,fy2021-22
3000,Enterprise And Community Svcs,893,2021-22,actual-budgetary,budget-fy2023-24-vol1,95,,fy2023-24
3000,Enterprises and Community Services,893,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
3000,Enterprises and Community Services,893,2021-22,actual-budgetary,tscc-review-fy2024,19,,tscc
3000,Enterprises and Community Services,893,2021-22,actual-budgetary,tscc-review-fy2025,18,,tscc
5100,Debt Service & 5400 - PERS UAL Programs,400833,2021-22,actual-budgetary,budget-fy2023-24-vol1,95,,fy2023-24
5100,Debt Service & 5400 PERS UAL Programs,1223,2021-22,adopted,budget-fy2022-23-vol1,150,,fy2022-23
5100,Debt Service & PERS UAL (5100+5400),400833,2021-22,actual-budgetary,budget-fy2024-25-vol1,100,"2021 pension bond pass-through",fy2024-25
5100,Debt Service,1223,2021-22,adopted,budget-fy2021-22-vol1,152,,fy2021-22
5100,Debt Service,1223,2021-22,approved,budget-fy2021-22-vol1,152,,fy2021-22
5100,Debt Service,1223,2021-22,proposed,budget-fy2021-22-vol1,152,,fy2021-22
5100/5400,Debt Service & PERS UAL Programs,400833,2021-22,actual-budgetary,budget-fy2025-26-vol1,99,all in 5400 PERS UAL (2021 POB payoff year; detail p.104),fy2025-26
5100/5400,Debt Service,400833,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
5100/5400,Debt Service,400833,2021-22,actual-budgetary,tscc-review-fy2024,19,,tscc
5100/5400,Debt Service,400833,2021-22,actual-budgetary,tscc-review-fy2025,18,2021-22 = PERS UAL/POB payoff year,tscc
5200,Transfers Of Funds,1136,2021-22,adopted,budget-fy2021-22-vol1,152,,fy2021-22
5200,Transfers Of Funds,1136,2021-22,adopted,budget-fy2022-23-vol1,150,,fy2022-23
5200,Transfers Of Funds,1136,2021-22,approved,budget-fy2021-22-vol1,152,,fy2021-22
5200,Transfers Of Funds,1136,2021-22,proposed,budget-fy2021-22-vol1,152,,fy2021-22
5200,Transfers Of Funds,1207,2021-22,actual-budgetary,budget-fy2023-24-vol1,95,,fy2023-24
5200,Transfers of Funds,1207,2021-22,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
5200,Transfers of Funds,1207,2021-22,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
5200,Transfers Out,1207,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
5200,Transfers Out,1207,2021-22,actual-budgetary,tscc-review-fy2024,19,,tscc
5200,Transfers Out,1207,2021-22,actual-budgetary,tscc-review-fy2025,18,,tscc
6000,Contingencies,0,2021-22,actual-budgetary,budget-fy2023-24-vol1,95,,fy2023-24
6000,Contingencies,0,2021-22,actual-budgetary,budget-fy2024-25-vol1,100,"printed as dash",fy2024-25
6000,Contingencies,0,2021-22,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
6000,Contingencies,0,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
6000,Contingencies,0,2021-22,actual-budgetary,tscc-review-fy2024,19,,tscc
6000,Contingencies,0,2021-22,actual-budgetary,tscc-review-fy2025,18,"2024-25 Approved 42,656 PRE-amendment; adopted 40,856",tscc
6000,Contingencies,47500,2021-22,proposed,budget-fy2021-22-vol1,152,,fy2021-22
6000,Contingencies,51896,2021-22,adopted,budget-fy2021-22-vol1,152,,fy2021-22
6000,Contingencies,51896,2021-22,adopted,budget-fy2022-23-vol1,150,,fy2022-23
6000,Contingencies,51896,2021-22,approved,budget-fy2021-22-vol1,152,,fy2021-22
7000,Ending Fund Balance,98804,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
7000,Ending Fund Balance,98804,2021-22,actual-budgetary,tscc-review-fy2024,19,,tscc
7000,Ending Fund Balance,98804,2021-22,actual-budgetary,tscc-review-fy2025,18,,tscc
7000,Unappropriated Fund Balance,0,2021-22,adopted,budget-fy2021-22-vol1,152,,fy2021-22
7000,Unappropriated Fund Balance,0,2021-22,approved,budget-fy2021-22-vol1,152,,fy2021-22
7000,Unappropriated Fund Balance,0,2021-22,proposed,budget-fy2021-22-vol1,152,,fy2021-22
7000,Unappropriated Fund Balance,98804,2021-22,actual-budgetary,budget-fy2023-24-vol1,95,,fy2023-24
7000,Unappropriated Fund Balance,98804,2021-22,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
7000,Unappropriated Fund Balance,98804,2021-22,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
TOTAL,TOTAL FUND REQUIREMENTS,1188261,2021-22,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
TOTAL,TOTAL FUND REQUIREMENTS,1188261,2021-22,actual-budgetary,tscc-review-fy2024,19,,tscc
TOTAL,TOTAL FUND REQUIREMENTS,1188261,2021-22,actual-budgetary,tscc-review-fy2025,18,,tscc
TOTAL,Total Requirements,1188261,2021-22,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
total,Total Requirements,1188261,2021-22,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
TOTAL,TOTAL REQUIREMENTS,761700,2021-22,proposed,budget-fy2021-22-vol1,152,,fy2021-22
TOTAL,TOTAL REQUIREMENTS,771963,2021-22,adopted,budget-fy2021-22-vol1,152,,fy2021-22
TOTAL,TOTAL REQUIREMENTS,771963,2021-22,approved,budget-fy2021-22-vol1,152,,fy2021-22
,TOTAL REQUIREMENTS,794585,2022-23,proposed,budget-fy2022-23-vol1,150,,fy2022-23
,TOTAL REQUIREMENTS,804062,2022-23,adopted,budget-fy2022-23-vol1,150,,fy2022-23
,TOTAL REQUIREMENTS,804062,2022-23,adopted,budget-fy2023-24-vol1,95,,fy2023-24
,TOTAL REQUIREMENTS,804062,2022-23,approved,budget-fy2022-23-vol1,150,,fy2022-23
1000,Instruction,376786,2022-23,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
1000,Instruction,376786,2022-23,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
1000,Instruction,376786,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,"native unit thousands; dashes recorded as 0; 4000 adopted 2026-27 prints 1 (i.e. $1K placeholder; column foots to 862,112 only with it); Budget FTE 2025-26 4,817.50 / 2026-27 4,481.34; Proposed/Approved 2026-27 identical to Adopted",fy2026-27
1000,Instruction,376786,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,85,2024-25 Adopted reflects $1.8M amendment from contingency to instruction,tscc
1000,Instruction,376786,2022-23,actual-budgetary,tscc-review-fy2025,18,"2024-25 Approved 437,284 is PRE-amendment; adopted figure 439,084 (annual report p.85) reflects last-minute $1.8M move from contingency to instruction (p.1)",tscc
1000,Instruction,376786,2022-23,actual-budgetary,tscc-review-fy2026,19,"DETAIL OF GENERAL FUND - REQUIREMENTS (Budget Summary); native whole dollars; function codes assigned per Oregon chart of accounts (source prints labels only); 2023-24 actual printed 411,710 (budget book prints 411,711)",tscc
1000,Instruction,399183,2022-23,proposed,budget-fy2022-23-vol1,150,,fy2022-23
1000,Instruction,406337,2022-23,adopted,budget-fy2022-23-vol1,150,,fy2022-23
1000,Instruction,406337,2022-23,adopted,budget-fy2023-24-vol1,95,,fy2023-24
1000,Instruction,406337,2022-23,approved,budget-fy2022-23-vol1,150,,fy2022-23
1000,Instruction,406337,2022-23,revised,tscc-review-fy2024,19,,tscc
2000,Support Services,339250,2022-23,proposed,budget-fy2022-23-vol1,150,,fy2022-23
2000,Support Services,341772,2022-23,adopted,budget-fy2022-23-vol1,150,,fy2022-23
2000,Support Services,341772,2022-23,adopted,budget-fy2023-24-vol1,95,,fy2023-24
2000,Support Services,341772,2022-23,approved,budget-fy2022-23-vol1,150,,fy2022-23
2000,Support Services,341772,2022-23,revised,tscc-review-fy2024,19,,tscc
2000,Support Services,343359,2022-23,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
2000,Support Services,343359,2022-23,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
2000,Support Services,343359,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
2000,Support Services,343359,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
2000,Support Services,343359,2022-23,actual-budgetary,tscc-review-fy2025,18,,tscc
2000,Support Services,343359,2022-23,actual-budgetary,tscc-review-fy2026,19,,tscc
3000,Enterprise and Community Services,3114,2022-23,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
3000,Enterprise and Community Services,3114,2022-23,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
3000,Enterprise and Community Services,3114,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
3000,Enterprise And Community Svcs,3100,2022-23,adopted,budget-fy2022-23-vol1,150,,fy2022-23
3000,Enterprise And Community Svcs,3100,2022-23,adopted,budget-fy2023-24-vol1,95,,fy2023-24
3000,Enterprise And Community Svcs,3100,2022-23,approved,budget-fy2022-23-vol1,150,,fy2022-23
3000,Enterprise And Community Svcs,3100,2022-23,proposed,budget-fy2022-23-vol1,150,,fy2022-23
3000,Enterprises and Community Services,3100,2022-23,revised,tscc-review-fy2024,19,,tscc
3000,Enterprises and Community Services,3114,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
3000,Enterprises and Community Services,3114,2022-23,actual-budgetary,tscc-review-fy2025,18,,tscc
3000,Enterprises and Community Services,3114,2022-23,actual-budgetary,tscc-review-fy2026,19,,tscc
4000,Facilities Acquisition and Construction,0,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
5100,Debt Service & 5400 - PERS UAL Programs,783,2022-23,adopted,budget-fy2023-24-vol1,95,,fy2023-24
5100,Debt Service & 5400 PERS UAL Programs,783,2022-23,adopted,budget-fy2022-23-vol1,150,,fy2022-23
5100,Debt Service & 5400 PERS UAL Programs,783,2022-23,approved,budget-fy2022-23-vol1,150,,fy2022-23
5100,Debt Service & 5400 PERS UAL Programs,783,2022-23,proposed,budget-fy2022-23-vol1,150,,fy2022-23
5100,Debt Service & PERS UAL (5100+5400),0,2022-23,actual-budgetary,budget-fy2024-25-vol1,100,"printed as dash",fy2024-25
5100/5400,Debt Service & PERS UAL Programs,0,2022-23,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
5100/5400,Debt Service,0,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
5100/5400,Debt Service,0,2022-23,actual-budgetary,tscc-review-fy2025,18,2021-22 = PERS UAL/POB payoff year,tscc
5100/5400,Debt Service,0,2022-23,actual-budgetary,tscc-review-fy2026,19,GF debt service = bus leases under GASB 87,tscc
5100/5400,Debt Service,783,2022-23,revised,tscc-review-fy2024,19,,tscc
5200,Transfers of Funds,1282,2022-23,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
5200,Transfers of Funds,1282,2022-23,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
5200,Transfers of Funds,1282,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
5200,Transfers Of Funds,1302,2022-23,adopted,budget-fy2022-23-vol1,150,,fy2022-23
5200,Transfers Of Funds,1302,2022-23,adopted,budget-fy2023-24-vol1,95,,fy2023-24
5200,Transfers Of Funds,1302,2022-23,approved,budget-fy2022-23-vol1,150,,fy2022-23
5200,Transfers Of Funds,1302,2022-23,proposed,budget-fy2022-23-vol1,150,,fy2022-23
5200,Transfers Out,1282,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
5200,Transfers Out,1282,2022-23,actual-budgetary,tscc-review-fy2025,18,,tscc
5200,Transfers Out,1282,2022-23,actual-budgetary,tscc-review-fy2026,19,,tscc
5200,Transfers Out,1302,2022-23,revised,tscc-review-fy2024,19,,tscc
6000,Contingencies,0,2022-23,actual-budgetary,budget-fy2024-25-vol1,100,"printed as dash",fy2024-25
6000,Contingencies,0,2022-23,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
6000,Contingencies,0,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
6000,Contingencies,0,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
6000,Contingencies,0,2022-23,actual-budgetary,tscc-review-fy2025,18,"2024-25 Approved 42,656 PRE-amendment; adopted 40,856",tscc
6000,Contingencies,0,2022-23,actual-budgetary,tscc-review-fy2026,19,,tscc
6000,Contingencies,50768,2022-23,adopted,budget-fy2022-23-vol1,150,,fy2022-23
6000,Contingencies,50768,2022-23,adopted,budget-fy2023-24-vol1,95,,fy2023-24
6000,Contingencies,50768,2022-23,approved,budget-fy2022-23-vol1,150,,fy2022-23
6000,Contingencies,50768,2022-23,revised,tscc-review-fy2024,19,,tscc
6000,Contingencies,50967,2022-23,proposed,budget-fy2022-23-vol1,150,,fy2022-23
7000,Ending Fund Balance,0,2022-23,revised,tscc-review-fy2024,19,,tscc
7000,Ending Fund Balance,105497,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
7000,Ending Fund Balance,105497,2022-23,actual-budgetary,tscc-review-fy2025,18,,tscc
7000,Ending Fund Balance,105497,2022-23,actual-budgetary,tscc-review-fy2026,19,,tscc
7000,Unappropriated Fund Balance,0,2022-23,adopted,budget-fy2023-24-vol1,95,,fy2023-24
7000,Unappropriated Fund Balance,105497,2022-23,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
7000,Unappropriated Fund Balance,105497,2022-23,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
7000,Unappropriated Fund Balance,105497,2022-23,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
TOTAL,TOTAL FUND REQUIREMENTS,804062,2022-23,revised,tscc-review-fy2024,19,,tscc
TOTAL,TOTAL FUND REQUIREMENTS,830038,2022-23,actual-budgetary,tscc-annual-report-2024-25-summaries,85,,tscc
TOTAL,TOTAL FUND REQUIREMENTS,830038,2022-23,actual-budgetary,tscc-review-fy2025,18,,tscc
TOTAL,TOTAL FUND REQUIREMENTS,830038,2022-23,actual-budgetary,tscc-review-fy2026,19,,tscc
TOTAL,Total Requirements,830038,2022-23,actual-budgetary,budget-fy2024-25-vol1,100,,fy2024-25
total,Total Requirements,830038,2022-23,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
,TOTAL REQUIREMENTS,823422,2023-24,proposed,budget-fy2023-24-vol1,95,,fy2023-24
,TOTAL REQUIREMENTS,833774,2023-24,adopted,budget-fy2023-24-vol1,95,,fy2023-24
,TOTAL REQUIREMENTS,833774,2023-24,approved,budget-fy2023-24-vol1,95,,fy2023-24
1000,Instruction,411595,2023-24,proposed,budget-fy2023-24-vol1,95,,fy2023-24
1000,Instruction,411710,2023-24,actual-budgetary,tscc-review-fy2026,19,"2023-24 actual printed 411,710 (budget book prints 411,711)",tscc
1000,Instruction,411711,2023-24,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
1000,Instruction,411711,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
1000,Instruction,416837,2023-24,adopted,budget-fy2023-24-vol1,95,,fy2023-24
1000,Instruction,416837,2023-24,adopted,budget-fy2024-25-vol1,100,"2023-24 budget columns are from the 2023-24 Adopted Budget (p78)",fy2024-25
1000,Instruction,416837,2023-24,approved,budget-fy2023-24-vol1,95,,fy2023-24
1000,Instruction,416837,2023-24,approved,tscc-review-fy2024,19,,tscc
1000,Instruction,416837,2023-24,revised,tscc-annual-report-2024-25-summaries,85,2024-25 Adopted reflects $1.8M amendment from contingency to instruction,tscc
1000,Instruction,416837,2023-24,revised,tscc-review-fy2025,18,"2024-25 Approved 437,284 is PRE-amendment; adopted figure 439,084 (annual report p.85) reflects last-minute $1.8M move from contingency to instruction (p.1)",tscc
2000,Support Services,362767,2023-24,proposed,budget-fy2023-24-vol1,95,,fy2023-24
2000,Support Services,367876,2023-24,adopted,budget-fy2023-24-vol1,95,,fy2023-24
2000,Support Services,367876,2023-24,adopted,budget-fy2024-25-vol1,100,,fy2024-25
2000,Support Services,367876,2023-24,approved,budget-fy2023-24-vol1,95,,fy2023-24
2000,Support Services,367876,2023-24,approved,tscc-review-fy2024,19,,tscc
2000,Support Services,367876,2023-24,revised,tscc-annual-report-2024-25-summaries,85,,tscc
2000,Support Services,367876,2023-24,revised,tscc-review-fy2025,18,,tscc
2000,Support Services,370577,2023-24,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
2000,Support Services,370577,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
2000,Support Services,370577,2023-24,actual-budgetary,tscc-review-fy2026,19,,tscc
3000,Enterprise and Community Services,4123,2023-24,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
3000,Enterprise and Community Services,4123,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
3000,Enterprise and Community Services,4194,2023-24,adopted,budget-fy2024-25-vol1,100,,fy2024-25
3000,Enterprise And Community Svcs,4194,2023-24,adopted,budget-fy2023-24-vol1,95,,fy2023-24
3000,Enterprise And Community Svcs,4194,2023-24,approved,budget-fy2023-24-vol1,95,,fy2023-24
3000,Enterprise And Community Svcs,4194,2023-24,proposed,budget-fy2023-24-vol1,95,,fy2023-24
3000,Enterprises and Community Services,4123,2023-24,actual-budgetary,tscc-review-fy2026,19,,tscc
3000,Enterprises and Community Services,4194,2023-24,approved,tscc-review-fy2024,19,,tscc
3000,Enterprises and Community Services,4194,2023-24,revised,tscc-annual-report-2024-25-summaries,85,,tscc
3000,Enterprises and Community Services,4194,2023-24,revised,tscc-review-fy2025,18,,tscc
4000,Facilities Acquisition and Construction,0,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
5100,Debt Service & 5400 - PERS UAL Programs,728,2023-24,adopted,budget-fy2023-24-vol1,95,,fy2023-24
5100,Debt Service & 5400 - PERS UAL Programs,728,2023-24,approved,budget-fy2023-24-vol1,95,,fy2023-24
5100,Debt Service & 5400 - PERS UAL Programs,728,2023-24,proposed,budget-fy2023-24-vol1,95,,fy2023-24
5100,Debt Service & PERS UAL (5100+5400),728,2023-24,adopted,budget-fy2024-25-vol1,100,,fy2024-25
5100/5400,Debt Service & PERS UAL Programs,0,2023-24,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
5100/5400,Debt Service,0,2023-24,actual-budgetary,tscc-review-fy2026,19,GF debt service = bus leases under GASB 87,tscc
5100/5400,Debt Service,728,2023-24,approved,tscc-review-fy2024,19,,tscc
5100/5400,Debt Service,728,2023-24,revised,tscc-annual-report-2024-25-summaries,85,,tscc
5100/5400,Debt Service,728,2023-24,revised,tscc-review-fy2025,18,2021-22 = PERS UAL/POB payoff year,tscc
5200,Transfers Of Funds,1075,2023-24,adopted,budget-fy2023-24-vol1,95,,fy2023-24
5200,Transfers of Funds,1075,2023-24,adopted,budget-fy2024-25-vol1,100,,fy2024-25
5200,Transfers Of Funds,1075,2023-24,approved,budget-fy2023-24-vol1,95,,fy2023-24
5200,Transfers Of Funds,1075,2023-24,proposed,budget-fy2023-24-vol1,95,,fy2023-24
5200,Transfers of Funds,887,2023-24,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
5200,Transfers of Funds,887,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
5200,Transfers Out,1075,2023-24,approved,tscc-review-fy2024,19,,tscc
5200,Transfers Out,1075,2023-24,revised,tscc-annual-report-2024-25-summaries,85,,tscc
5200,Transfers Out,1075,2023-24,revised,tscc-review-fy2025,18,,tscc
5200,Transfers Out,887,2023-24,actual-budgetary,tscc-review-fy2026,19,,tscc
6000,Contingencies,0,2023-24,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
6000,Contingencies,0,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
6000,Contingencies,0,2023-24,actual-budgetary,tscc-review-fy2026,19,,tscc
6000,Contingencies,43063,2023-24,adopted,budget-fy2023-24-vol1,95,,fy2023-24
6000,Contingencies,43063,2023-24,adopted,budget-fy2024-25-vol1,100,,fy2024-25
6000,Contingencies,43063,2023-24,approved,budget-fy2023-24-vol1,95,,fy2023-24
6000,Contingencies,43063,2023-24,approved,tscc-review-fy2024,19,,tscc
6000,Contingencies,43063,2023-24,proposed,budget-fy2023-24-vol1,95,,fy2023-24
6000,Contingencies,43063,2023-24,revised,tscc-annual-report-2024-25-summaries,85,,tscc
6000,Contingencies,43063,2023-24,revised,tscc-review-fy2025,18,"2024-25 Approved 42,656 PRE-amendment; adopted 40,856",tscc
7000,Ending Fund Balance,0,2023-24,approved,tscc-review-fy2024,19,,tscc
7000,Ending Fund Balance,0,2023-24,revised,tscc-annual-report-2024-25-summaries,85,,tscc
7000,Ending Fund Balance,0,2023-24,revised,tscc-review-fy2025,18,,tscc
7000,Ending Fund Balance,86078,2023-24,actual-budgetary,tscc-review-fy2026,19,,tscc
7000,Unappropriated Fund Balance,0,2023-24,adopted,budget-fy2023-24-vol1,95,,fy2023-24
7000,Unappropriated Fund Balance,0,2023-24,adopted,budget-fy2024-25-vol1,100,"printed as dash",fy2024-25
7000,Unappropriated Fund Balance,0,2023-24,approved,budget-fy2023-24-vol1,95,,fy2023-24
7000,Unappropriated Fund Balance,0,2023-24,proposed,budget-fy2023-24-vol1,95,,fy2023-24
7000,Unappropriated Fund Balance,86078,2023-24,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
7000,Unappropriated Fund Balance,86078,2023-24,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
TOTAL,TOTAL FUND REQUIREMENTS,833773,2023-24,approved,tscc-review-fy2024,19,,tscc
TOTAL,TOTAL FUND REQUIREMENTS,833773,2023-24,revised,tscc-annual-report-2024-25-summaries,85,,tscc
TOTAL,TOTAL FUND REQUIREMENTS,833773,2023-24,revised,tscc-review-fy2025,18,,tscc
TOTAL,TOTAL FUND REQUIREMENTS,873375,2023-24,actual-budgetary,tscc-review-fy2026,19,,tscc
TOTAL,Total Requirements,833774,2023-24,adopted,budget-fy2024-25-vol1,100,,fy2024-25
total,Total Requirements,873375,2023-24,actual-budgetary,budget-fy2025-26-vol1,99,,fy2025-26
1000,Instruction,437284,2024-25,approved,tscc-review-fy2025,18,"2024-25 Approved 437,284 is PRE-amendment; adopted figure 439,084 (annual report p.85) reflects last-minute $1.8M move from contingency to instruction (p.1)",tscc
1000,Instruction,437284,2024-25,proposed,budget-fy2024-25-vol1,100,,fy2024-25
1000,Instruction,439084,2024-25,adopted,budget-fy2024-25-vol1,100,"also Attachment A p303",fy2024-25
1000,Instruction,439084,2024-25,adopted,tscc-annual-report-2024-25-summaries,85,2024-25 Adopted reflects $1.8M amendment from contingency to instruction,tscc
1000,Instruction,439084,2024-25,approved,budget-fy2024-25-vol1,100,,fy2024-25
1000,Instruction,439084,2024-25,revised,budget-fy2025-26-vol1,99,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book),fy2025-26
1000,Instruction,439084,2024-25,revised,tscc-review-fy2026,19,"2023-24 actual printed 411,710 (budget book prints 411,711)",tscc
1000,Instruction,439231,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
2000,Support Services,354961,2024-25,revised,tscc-review-fy2026,19,,tscc
2000,Support Services,354962,2024-25,adopted,budget-fy2024-25-vol1,100,,fy2024-25
2000,Support Services,354962,2024-25,adopted,tscc-annual-report-2024-25-summaries,85,,tscc
2000,Support Services,354962,2024-25,approved,budget-fy2024-25-vol1,100,,fy2024-25
2000,Support Services,354962,2024-25,approved,tscc-review-fy2025,18,,tscc
2000,Support Services,354962,2024-25,revised,budget-fy2025-26-vol1,99,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book),fy2025-26
2000,Support Services,355802,2024-25,proposed,budget-fy2024-25-vol1,100,,fy2024-25
2000,Support Services,356910,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
3000,Enterprise and Community Services,3257,2024-25,adopted,budget-fy2024-25-vol1,100,,fy2024-25
3000,Enterprise and Community Services,3257,2024-25,approved,budget-fy2024-25-vol1,100,,fy2024-25
3000,Enterprise and Community Services,3257,2024-25,proposed,budget-fy2024-25-vol1,100,,fy2024-25
3000,Enterprise and Community Services,3257,2024-25,revised,budget-fy2025-26-vol1,99,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book),fy2025-26
3000,Enterprise and Community Services,4727,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
3000,Enterprises and Community Services,3257,2024-25,adopted,tscc-annual-report-2024-25-summaries,85,,tscc
3000,Enterprises and Community Services,3257,2024-25,approved,tscc-review-fy2025,18,,tscc
3000,Enterprises and Community Services,3257,2024-25,revised,tscc-review-fy2026,19,,tscc
4000,Facilities Acquisition and Construction,0,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
5100,Debt Service & PERS UAL (5100+5400),2194,2024-25,proposed,budget-fy2024-25-vol1,100,,fy2024-25
